"","date","PM2.5","SRHUM","STEMP","T640_TEMP","PM2_5_933","PM10_933","SOX_933","NOX_933","Temp_933","Hum_933","PM2_5_950","PM10_950","SOX_950","NOX_950","Temp_950","Hum_950"
"1012",2023-08-25 15:43:00,8.935102,35.57601,40.79167,28.33217,8,9,564.45,43.7,27.8,77,8,9,687.53,42.44,29.2,76
"1013",2023-08-25 15:42:00,8.96723,36.03556,40.5,28.19113,7,7,564.23,43.68,27.9,77,8,9,685.17,42.67,29.2,76
"1014",2023-08-25 15:41:00,9.031707,36.40791,40.25,28.29635,5,5,567.34,43.94,28,77,8,9,684.35,41.93,29.4,76
"1015",2023-08-25 15:39:00,9.044637,37.11979,40,28.66053,7,7,564.41,42.64,28.2,77,7,7,687.08,41.74,29.5,75
"1016",2023-08-25 15:38:00,9.110814,36.78128,40,28.71999,6,6,559.4,42.91,28.2,76,7,8,708.72,38.75,29.8,75
"1017",2023-08-25 15:36:00,8.970176,35.87598,40.625,28.68206,7,7,550.94,42.52,28.2,77,6,6,726.33,38.48,29.9,75
"1018",2023-08-25 15:35:00,8.999259,35.13128,40.91667,28.65152,8,9,550.92,42.45,28.2,77,7,7,671.9,41.58,29.9,75
"1019",2023-08-25 15:34:00,8.913518,35.01525,41.25,28.78729,8,9,550.84,41.82,28.2,77,6,6,674.44,41.63,29.9,75
"1020",2023-08-25 15:33:00,8.849977,34.89096,41.25,28.72186,7,7,552.14,41.7,28.3,76,6,6,677.66,41.66,29.9,75
"1021",2023-08-25 15:32:00,8.808904,34.93122,41.25,28.76185,6,6,551.66,42.22,28.2,76,8,9,684.88,42.79,29.9,75
"1022",2023-08-25 15:31:00,8.774298,34.84971,41.25,28.85292,8,9,546.7,41.78,28.2,76,7,7,685.2,43.07,30,75
"1023",2023-08-25 15:30:00,8.644975,35.13771,41.25,28.87398,7,8,549.63,42.1,28.4,76,7,7,681.5,43.66,30.1,75
"1024",2023-08-25 15:29:00,8.635094,34.72332,41.29167,28.84714,5,5,550.58,42.3,28.5,76,6,6,679.58,43.5,30.2,74
"1025",2023-08-25 15:28:00,8.469298,34.42606,41.5,28.94158,7,7,548.93,42.92,28.7,76,8,9,685.8,43.13,30.4,74
"1026",2023-08-25 15:27:00,8.37272,34.46713,41.5,29.04502,6,6,548.5,41.96,28.9,76,8,9,678.4,42.98,30.6,73
"1027",2023-08-25 15:26:00,8.428606,34.75748,41.5,29.10653,7,8,549.24,40.86,29,76,6,6,679.98,43.28,30.8,74
"1028",2023-08-25 15:25:00,8.412962,34.8367,41.375,29.02864,6,6,548.85,43.01,29,76,6,6,689.68,42.71,30.7,74
"1029",2023-08-25 15:24:00,8.410777,35.12091,41.125,29.11571,8,9,548.09,47.96,29,76,8,9,691.36,42.54,30.8,74
"1030",2023-08-25 15:23:00,8.349395,35.5341,40.875,29.29626,9,10,544.84,49.71,29.1,75,8,9,683.81,41.84,30.8,74
"1031",2023-08-25 15:22:00,8.351897,36.15835,40.75,29.45793,7,7,547.1,41.44,29.2,75,7,7,683.28,42.56,30.9,74
"1032",2023-08-25 15:21:00,8.305031,36.28354,40.58333,29.40466,7,7,549.52,38.83,29.2,75,8,9,681,42.67,31,73
"1033",2023-08-25 15:20:00,8.280675,36.11869,40.66667,29.44709,7,7,549.58,39.81,29.2,75,8,9,674.99,43.06,31,74
"1034",2023-08-25 15:19:00,8.266978,36.03219,40.83333,29.5596,9,10,553.41,40.95,29.3,75,8,9,678.36,43.36,31.2,73
"1035",2023-08-25 15:18:00,8.323995,35.62169,41.04167,29.56048,7,7,559.85,39.62,29.2,75,6,6,677.71,42.89,31.1,74
"1036",2023-08-25 15:17:00,8.428358,35.04235,41.25,29.70638,7,7,566.96,40.9,29.3,75,6,6,679.4,42.51,31.1,73
"1037",2023-08-25 15:15:00,8.650363,35.58893,41.20833,30.00543,7,7,543.11,41.6,29.2,75,5,5,673.07,43.74,31,74
"1038",2023-08-25 15:13:00,8.7799,36.50121,40.58333,29.7315,6,6,545.41,37.79,29.4,75,6,6,677.22,43.02,31.1,75
"1039",2023-08-25 15:11:00,8.964435,37.57734,40,29.70334,8,9,544.6,37.94,29.4,75,7,7,676.5,43.6,30.8,76
"1040",2023-08-25 15:10:00,8.914975,37.99273,39.75,29.66245,7,7,541.82,41,29.4,75,7,7,678.12,43.48,30.5,76
"1041",2023-08-25 15:09:00,8.930604,38.0321,39.625,29.83072,7,7,540.6,41.49,29.3,75,9,10,677.9,43.36,30.3,75
"1042",2023-08-25 15:07:00,9.040956,38.6137,39.58333,30.44977,8,10,543.84,38.56,29,76,8,9,673.95,41.52,29.9,77
"1043",2023-08-25 15:06:00,9.026537,37.9491,40,30.31923,8,9,542.81,38.97,28.8,77,8,9,671.57,41.89,29.5,78
"1044",2023-08-25 15:05:00,9.01495,37.12029,40.33333,30.03517,7,7,545.35,38.23,28.4,77,8,9,669.95,42.09,29.2,78
"1045",2023-08-25 15:04:00,8.926374,36.49942,40.58333,29.75234,7,7,547.58,38.73,28.1,78,8,9,667.11,40.92,28.7,79
"1046",2023-08-25 15:03:00,8.885876,36.09,40.875,29.6097,8,9,551.18,39.8,27.6,78,6,6,669.23,40.75,28.1,79
"1047",2023-08-25 15:02:00,8.764244,35.63786,41,29.2041,6,6,550.86,40.5,27.2,79,8,9,661.86,40.67,27.8,81
"1048",2023-08-25 15:01:00,8.681338,35.7243,41.125,28.7864,8,9,548.14,40.68,27,80,6,6,645.49,39.66,27.2,81
"1049",2023-08-25 15:00:00,8.575076,35.47392,41,28.26574,6,6,549.56,39.47,26.6,81,7,7,681.71,42.4,26.8,84
"1050",2023-08-25 14:59:00,8.52167,34.97249,41,27.97494,8,9,549.3,39.4,26.2,82,6,6,679.58,41.93,26.3,85
"1051",2023-08-25 14:58:00,8.593988,34.63989,41.20833,27.80615,7,7,554.66,39.45,25.9,84,5,6,678.6,41.83,26.1,85
"1052",2023-08-25 14:57:00,8.597251,34.89161,41.16667,27.91124,5,5,551.2,39.79,25.8,84,7,7,681.14,41.96,26,86
"1053",2023-08-25 14:56:00,8.527789,34.89277,41.25,27.91261,6,6,546.94,40.45,25.8,84,6,6,684.1,41.96,26,85
"1054",2023-08-25 14:55:00,8.4938,34.84942,41.25,27.92651,7,7,552.17,42.69,25.7,84,9,10,694.49,42.39,26,85
"1055",2023-08-25 14:53:00,8.414341,34.89019,41.16667,27.87289,7,7,545.01,44.28,25.7,84,6,6,687.1,43.26,26,86
"1056",2023-08-25 14:51:00,8.417693,35.01503,41,27.7944,5,5,542.59,42.1,25.8,84,4,4,681.79,42.44,25.8,85
"1057",2023-08-25 14:49:00,8.453174,34.88804,41,27.83965,5,5,543.83,41.89,25.8,84,7,7,683.78,42.12,26,85
"1058",2023-08-25 14:48:00,8.480599,34.88608,41,27.91991,7,7,545.63,40.32,25.9,83,6,6,683.24,43.14,26.1,85
"1059",2023-08-25 14:47:00,8.45976,34.59316,41.16667,27.97003,5,5,543.18,40.08,26,83,4,4,691.58,42.74,26.2,84
"1060",2023-08-25 14:46:00,8.524905,34.75872,41.25,27.91722,4,4,554.13,40.49,26.1,82,7,8,689.45,42.87,26.3,84
"1061",2023-08-25 14:45:00,8.617849,34.63354,41.125,27.94469,6,6,551.13,40.89,26.1,82,6,6,685.81,42.65,26.3,84
"1062",2023-08-25 14:44:00,8.645232,35.38265,40.83333,27.94389,5,5,551.7,41.11,26.1,81,6,6,685.38,43.11,26.4,84
"1063",2023-08-25 14:43:00,8.674521,35.79737,40.58333,28.00707,7,8,545.29,40.89,26.2,81,6,6,690.14,42.1,26.5,83
"1064",2023-08-25 14:42:00,8.743704,36.0881,40.33333,28.0572,6,6,542.38,38.87,26.2,81,6,6,683.72,41.58,26.5,83
"1065",2023-08-25 14:41:00,8.73562,36.58443,40.25,28.23545,6,6,546.64,33.95,26.3,80,8,9,685.17,42.4,26.7,82
"1066",2023-08-25 14:39:00,8.683372,36.42229,40.20833,28.3195,7,7,546.14,42.75,26.4,80,7,7,678.87,42.42,26.8,81
"1067",2023-08-25 14:38:00,8.662372,36.09089,40.375,28.31506,6,6,538.57,44.18,26.4,80,5,5,683.24,42.61,26.9,80
"1068",2023-08-25 14:37:00,8.660367,35.59861,40.70833,28.21191,8,9,549.46,41.21,26.5,80,7,7,684.66,42.55,26.9,81
"1069",2023-08-25 14:36:00,8.718049,35.10512,40.95833,28.13749,6,6,553.19,41.64,26.5,80,6,6,689.15,42.42,27,81
"1070",2023-08-25 14:35:00,8.667699,34.77543,41.125,28.05138,6,6,557.62,41.97,26.6,79,5,5,686.99,42.93,27,80
"1071",2023-08-25 14:34:00,8.532886,34.82038,41.08333,28.15344,8,9,559.44,42.15,26.7,79,6,6,684.83,42.43,27.2,80
"1072",2023-08-25 14:33:00,8.375084,34.98299,41,28.27767,6,6,555.28,42.69,26.8,79,7,7,683,42.9,27.4,79
"1073",2023-08-25 14:32:00,8.339257,34.98073,41,28.33311,6,6,553.74,40.07,26.8,79,6,6,680.75,43.1,27.5,79
"1074",2023-08-25 14:31:00,8.312682,34.77208,41,28.28642,6,6,557.81,40.03,26.9,79,6,7,680.44,43.02,27.6,79
"1075",2023-08-25 14:30:00,8.253495,34.81505,41.08333,28.17909,6,6,557.95,40.48,27,78,6,6,682.74,42.14,27.7,78
"1076",2023-08-25 14:29:00,8.277498,35.22665,41,28.23608,7,7,553.93,39.09,27.1,78,6,6,684.38,42.04,27.9,78
"1077",2023-08-25 14:28:00,8.213088,34.56527,41.20833,28.06256,5,5,555.8,39.08,27.2,78,6,6,688,40.81,28,78
"1078",2023-08-25 14:27:00,8.164645,34.15239,41.33333,28.21809,6,7,553.26,40.64,27.4,78,6,6,692.84,39,28.1,77
"1079",2023-08-25 14:26:00,8.127442,34.10533,41.5,28.54549,6,6,556.91,38.7,27.5,77,7,7,698.96,36.7,28.5,77
"1080",2023-08-25 14:25:00,8.009007,34.56845,41.5,28.7114,6,6,554.42,39.47,27.7,77,5,5,672.22,41.64,28.9,77
"1081",2023-08-25 14:24:00,7.990719,34.85449,41.375,28.70256,5,5,553.58,40.8,27.9,77,5,5,671.33,41.91,29,77
"1082",2023-08-25 14:23:00,7.973768,35.02299,41.25,28.72861,6,6,550.8,41.51,28.1,77,6,6,674.2,41.37,29.2,76
"1083",2023-08-25 14:22:00,7.884809,34.77143,41.25,28.76848,8,9,545.04,41.09,28.3,77,6,6,676.92,40.57,29.4,76
"1084",2023-08-25 14:21:00,7.916981,34.7735,41.25,28.97801,5,5,538.44,42.79,28.4,76,7,7,677.41,40.63,29.6,76
"1085",2023-08-25 14:20:00,8.020659,35.02275,41.25,29.32835,5,5,539.82,42.58,28.6,76,5,5,682.16,41.31,29.9,75
"1086",2023-08-25 14:19:00,7.976712,34.69087,41.29167,29.34654,7,7,553.07,40.92,28.8,76,6,6,684.16,42.2,30.1,75
"1087",2023-08-25 14:18:00,7.884461,34.35509,41.5,29.30005,7,7,557.27,40.51,28.9,76,8,9,686.03,41.91,30.1,75
"1088",2023-08-25 14:17:00,7.936258,34.3106,41.33333,29.26746,9,10,556.59,40.82,28.7,76,7,7,689.05,41.65,30,75
"1089",2023-08-25 14:16:00,8.046469,35.01828,41.125,29.41604,6,6,556.46,40.6,28.8,76,6,6,684.2,42.47,30,75
"1090",2023-08-25 14:15:00,8.148885,35.64181,40.75,29.53296,5,5,561.44,39.31,29,75,4,4,688.01,42.24,30.3,74
"1091",2023-08-25 14:14:00,8.255309,36.51676,40.375,29.99952,5,5,555.79,38.85,29.4,74,5,5,687.6,41.66,30.8,74
"1092",2023-08-25 14:13:00,8.40593,37.10042,40.08333,30.14561,7,7,554.67,40.39,29.6,74,6,6,690.08,40.86,30.9,74
"1093",2023-08-25 14:12:00,8.501269,38.01421,39.875,30.10793,6,6,557.71,40.56,29.5,75,9,10,692.44,40.7,30.7,75
"1094",2023-08-25 14:10:00,8.709976,37.92587,39.75,29.5247,6,6,555.51,39.75,28.9,76,7,8,684.45,41.34,29.8,77
"1095",2023-08-25 14:09:00,8.719239,38.05009,39.70833,29.52027,5,5,560.17,39.33,28.5,77,6,6,683.5,41.89,29.5,77
"1096",2023-08-25 14:08:00,8.748208,37.51342,39.91667,29.43494,8,9,561.02,39.53,28.4,77,5,5,682.82,41,29.1,77
"1097",2023-08-25 14:07:00,8.815667,36.68501,40.25,29.33542,6,6,559.19,39.22,28.1,77,6,6,680.48,40.68,28.9,77
"1098",2023-08-25 14:06:00,8.844675,36.60778,40.58333,29.09347,6,6,549.16,39.36,27.9,78,6,6,681.99,41.11,28.5,78
"1099",2023-08-25 14:05:00,8.828118,35.57337,40.875,28.65073,6,6,545.55,38.34,27.5,78,6,6,684.22,41.21,28.2,78
"1100",2023-08-25 14:04:00,8.767996,34.78932,41.20833,28.43823,6,6,535.09,39.45,27.2,78,4,4,681.88,42.02,28,79
"1101",2023-08-25 14:03:00,8.730119,34.78833,41.25,28.39883,7,7,562.6,41.64,27,79,5,5,685.6,42.5,27.7,79
"1102",2023-08-25 14:02:00,8.748289,34.62401,41.25,28.52272,6,6,562.41,42.68,27,79,5,5,685.31,41.57,27.7,79
"1103",2023-08-25 14:01:00,8.728031,35.16359,41.25,28.6939,8,9,564.1,42.74,27.1,78,5,5,686.38,41.05,27.9,79
"1104",2023-08-25 14:00:00,8.660815,34.87216,41.25,28.53426,5,5,567.52,42.71,27.1,79,7,7,692.18,40.1,27.8,79
"1105",2023-08-25 13:59:00,8.63532,34.41407,41.25,28.35464,6,6,569.03,42.33,26.9,79,6,6,694.76,40.14,27.6,79
"1106",2023-08-25 13:58:00,8.553638,34.28993,41.25,28.38667,6,6,570.28,42.61,27,79,6,6,699.24,41.29,27.6,79
"1107",2023-08-25 13:56:00,8.664879,34.78598,41.25,28.13173,5,5,570.09,41.96,27,79,6,6,692.28,42.56,27.7,79
"1108",2023-08-25 13:55:00,8.674182,34.91243,41.25,28.12845,6,6,574.55,41.77,26.9,79,7,7,686.63,42.54,27.6,79
"1109",2023-08-25 13:54:00,8.696049,35.07917,41.04167,28.26143,7,7,576.9,41.91,27,79,6,7,682.9,41.55,27.7,79
"1110",2023-08-25 13:53:00,8.73099,34.82925,41.25,28.2712,6,6,571.11,41.21,27,79,5,5,684.14,40.67,27.8,79
"1111",2023-08-25 13:52:00,8.715838,34.66539,41.375,28.41982,7,8,566.01,41.81,27.1,79,6,6,676.24,39.76,27.8,79
"1112",2023-08-25 13:51:00,8.717016,34.6218,41.41667,28.44123,8,9,562.87,43.05,27,79,7,8,673.7,39.12,28,79
"1113",2023-08-25 13:49:00,8.753798,35.32766,40.95833,28.31916,7,9,566.27,42.28,27,79,8,9,699,40.08,27.9,79
"1114",2023-08-25 13:48:00,8.77864,35.6571,40.75,28.2116,5,5,565.57,40.64,27.1,78,7,7,705.32,40.11,28,78
"1115",2023-08-25 13:46:00,8.834438,36.10952,40.45833,28.2808,6,6,564.74,41.38,27.2,78,6,6,706.45,41.14,28.1,78
"1116",2023-08-25 13:44:00,8.846948,35.82469,40.5,28.63704,9,10,564.81,41.43,27.4,78,8,9,706.66,42.06,28.1,78
"1117",2023-08-25 13:43:00,8.934525,35.53912,40.70833,29.02659,6,6,568.02,40.87,27.4,78,7,7,703.99,42.13,28.2,78
"1118",2023-08-25 13:42:00,8.948166,35.50311,40.95833,29.27851,7,8,570.47,39.77,27.5,78,7,7,707.09,40.68,28.3,78
"1119",2023-08-25 13:40:00,9.114594,34.67984,41.25,28.87268,7,7,568.07,40.09,27.5,78,8,9,706.88,40.58,28.3,78
"1120",2023-08-25 13:39:00,9.103545,35.34067,41.08333,28.70482,6,6,563.06,41.63,27.4,78,7,7,705.74,40.83,28.1,78
"1121",2023-08-25 13:38:00,9.19574,34.9676,41.04167,28.3615,6,6,561.71,41.88,27.1,78,6,6,704.38,41.59,28,78
"1122",2023-08-25 13:37:00,9.317695,34.88683,41.04167,28.32552,6,7,566.32,40.94,27,79,7,7,704.91,41.79,27.9,79
"1123",2023-08-25 13:36:00,9.364429,34.92825,41,28.33684,8,9,565.36,41.71,26.8,79,5,5,701,41.82,27.6,79
"1124",2023-08-25 13:35:00,9.43847,35.05249,41,28.27017,7,7,574.1,40.4,26.8,79,6,6,693.93,41.83,27.6,79
"1125",2023-08-25 13:34:00,9.475589,34.68124,41.08333,28.18522,5,5,578.34,39.81,27,78,5,5,697.4,42.93,27.7,79
"1126",2023-08-25 13:33:00,9.541194,34.84608,41.20833,28.34197,7,8,581.64,40.11,27.2,78,6,6,702.75,42.69,28.1,78
"1127",2023-08-25 13:32:00,9.542329,35.0477,41.125,28.41219,7,7,568.86,39.12,27.4,78,6,6,701.97,42.41,28.2,78
"1128",2023-08-25 13:30:00,9.567584,34.17257,41.41667,28.56637,6,6,559.85,39.17,27.5,78,6,6,703.7,42.46,28.4,78
"1129",2023-08-25 13:29:00,9.677976,34.67067,41.41667,28.6563,9,10,548.09,39.82,27.6,78,8,9,710.67,41.93,28.5,78
"1130",2023-08-25 13:28:00,9.764726,34.67172,41.20833,28.69576,6,6,535.8,39.36,27.7,77,7,7,708.07,41.8,28.5,77
"1131",2023-08-25 13:27:00,9.835509,35.58632,40.91667,28.98991,6,6,522.55,38.97,28,77,5,5,704.68,41.71,29,77
"1132",2023-08-25 13:26:00,9.78036,36.12336,40.66667,29.08127,10,11,571.95,41.39,28.2,77,7,7,704.64,41.78,29.3,76
"1133",2023-08-25 13:25:00,9.80677,36.41613,40.41667,29.007,8,9,571.36,41.4,28.3,76,9,10,696.5,41.46,29.4,77
"1134",2023-08-25 13:24:00,9.903213,36.66682,40.25,28.8961,9,10,571.52,40.28,28.2,77,7,7,703.01,41.7,29.4,76
"1135",2023-08-25 13:23:00,10.00998,36.83152,40.25,28.75194,10,12,572.22,40.25,28.2,77,6,6,707.89,42.08,29.3,77
"1136",2023-08-25 13:22:00,10.12519,36.873,40.125,28.79809,6,6,571.33,40.78,28.1,76,8,9,708.67,41.02,29.1,77
"1137",2023-08-25 13:21:00,10.16037,36.79219,40.29167,29.05502,6,6,573.58,40.21,28.3,76,8,9,704.46,41.2,29.2,77
"1138",2023-08-25 13:20:00,10.26542,36.17517,40.625,28.98942,8,9,576.18,39.4,28.5,76,6,6,708.73,41.01,29.3,76
"1139",2023-08-25 13:19:00,10.24207,35.51496,40.95833,29.04892,5,5,580.93,38.82,28.7,75,6,6,705.42,40.75,29.4,76
"1140",2023-08-25 13:18:00,10.24331,35.06648,41.33333,29.16586,8,9,576.06,39.31,28.5,76,9,10,700.25,39.29,29.5,76
"1141",2023-08-25 13:17:00,10.18655,34.81984,41.5,28.97427,9,10,568.03,39.63,28.3,77,7,7,689.49,39.24,29.4,76
"1142",2023-08-25 13:16:00,10.20176,34.98573,41.5,28.71622,10,11,568.49,39.9,27.8,77,8,9,677.32,37.38,29,77
"1143",2023-08-25 13:15:00,10.25943,34.48971,41.45833,28.55041,7,7,567.5,40.88,27.7,77,8,9,678.15,34.38,28.7,78
"1144",2023-08-25 13:14:00,10.36534,35.113,41.25,28.58839,7,7,571.67,41.55,27.6,78,8,9,693.26,41.47,28.5,78
"1145",2023-08-25 13:13:00,10.36927,34.94541,41.25,28.50386,7,7,575.71,41.3,27.3,78,8,9,697.99,41.99,28.2,78
"1146",2023-08-25 13:12:00,10.35702,34.77835,41.375,28.52609,7,7,575.12,41.47,27.4,78,8,9,694.47,42.29,28.1,78
"1147",2023-08-25 13:11:00,10.34187,34.65189,41.5,28.57818,9,10,573.48,42.36,27.5,78,8,9,690.34,42.64,28.2,78
"1148",2023-08-25 13:10:00,10.45358,34.73681,41.5,28.69525,8,9,571.25,42.14,27.5,78,9,10,691.16,42.97,28.3,78
"1149",2023-08-25 13:09:00,10.45236,35.068,41.5,28.68451,8,9,572.69,40.46,27.5,78,8,9,692.22,41.99,28.4,78
"1150",2023-08-25 13:08:00,10.57584,34.44434,41.5,28.42856,8,9,569.99,39.15,27.6,78,9,10,699.93,42.38,28.3,78
"1151",2023-08-25 13:07:00,10.6798,34.443,41.45833,28.5051,9,10,574.53,38.92,27.6,78,6,6,703.64,42.26,28.3,78
"1152",2023-08-25 13:06:00,10.80053,35.40227,41.16667,28.74388,9,10,575.76,39.47,27.7,78,8,9,699.67,42.82,28.4,78
"1153",2023-08-25 13:05:00,10.93493,35.69205,40.875,28.72323,8,9,575.34,39.31,27.7,78,9,10,701.58,43.14,28.5,78
"1154",2023-08-25 13:04:00,11.03288,36.27373,40.625,28.94847,8,9,571.89,40.05,27.7,78,8,9,701.11,43.34,28.5,77
"1155",2023-08-25 13:03:00,11.20187,36.3564,40.45833,28.91518,10,11,567.25,40.98,27.7,77,8,9,700.93,44.09,28.5,77
"1156",2023-08-25 13:02:00,11.24619,36.8973,40.25,28.90018,9,10,560.11,42.51,27.8,78,8,9,697.61,43.26,28.7,77
"1157",2023-08-25 13:01:00,11.31212,36.85957,40.25,28.74374,9,10,559.23,44.25,27.8,78,9,10,686.93,41.97,28.7,78
"1158",2023-08-25 13:00:00,11.42385,36.48564,40.45833,28.71672,9,10,567.56,43.38,27.7,78,8,9,687.03,40.76,28.7,77
"1159",2023-08-25 12:59:00,11.62296,36.0325,40.70833,28.68769,9,10,570.55,43.69,27.8,77,7,7,697.33,40.22,28.7,77
"1160",2023-08-25 12:58:00,11.84067,35.58303,41.04167,28.62017,8,9,574.68,43.21,27.9,77,7,7,710.15,40.65,28.7,77
"1161",2023-08-25 12:57:00,12.06077,34.9221,41.25,28.51499,8,9,573.38,42.41,28,77,8,9,707.45,40.68,28.9,77
"1162",2023-08-25 12:56:00,12.00351,34.92588,41.5,28.53485,9,10,571.85,41.76,28,77,10,11,700.8,40.25,28.8,77
"1163",2023-08-25 12:55:00,12.04956,34.63217,41.5,28.62212,10,11,572.3,41.42,28,77,8,9,703.65,41.43,28.9,77
"1164",2023-08-25 12:54:00,12.03013,34.88045,41.45833,28.86684,8,9,572.99,40.44,28,77,10,11,712.01,41.42,28.9,77
"1165",2023-08-25 12:53:00,12.01536,35.04715,41.33333,28.77918,9,10,575.52,40.09,28.1,77,10,11,710.1,41.75,29.1,77
"1166",2023-08-25 12:52:00,11.87785,34.79634,41.45833,28.79021,8,9,578.34,41.15,28.2,76,10,11,697.36,41.56,29.2,76
"1167",2023-08-25 12:51:00,11.73085,34.91909,41.25,28.7521,11,12,583.15,41.93,28.2,77,10,11,690.46,41.27,29.4,76
"1168",2023-08-25 12:50:00,11.67356,34.87839,41.25,28.70426,8,9,576.94,40.56,28.5,76,11,13,693.83,41.54,29.5,76
"1169",2023-08-25 12:49:00,11.64457,35.00438,41.25,28.71668,12,13,578.42,41.37,28.7,76,9,10,697.41,42.33,29.8,76
"1170",2023-08-25 12:48:00,11.45747,35.00475,41.29167,28.82847,11,12,575.96,42.47,29,75,8,9,700.01,42.45,30,75
"1171",2023-08-25 12:47:00,11.39109,34.63197,41.5,29.00752,11,12,576.26,42.83,29.2,74,10,11,700.93,42.79,30.3,74
"1172",2023-08-25 12:46:00,11.3374,34.25063,41.5,29.21715,14,15,574.26,42.45,29.5,74,12,13,703,42.27,30.7,74
"1173",2023-08-25 12:45:00,11.39564,34.62737,41.5,29.54822,9,10,573.82,42.31,29.8,74,11,12,692.35,42.56,30.9,74
"1174",2023-08-25 12:44:00,11.42005,34.71096,41.41667,29.67787,10,11,572.06,42.15,30.1,73,7,7,689.11,42.37,31.3,72
"1175",2023-08-25 12:43:00,11.42115,35.65896,41.08333,29.93286,9,10,572.86,41.95,30.4,72,10,11,691.71,44.01,31.6,72
"1176",2023-08-25 12:42:00,11.49287,35.9963,40.79167,29.80734,9,10,571.67,41.17,30.7,72,9,10,702.07,44.78,32,71
"1177",2023-08-25 12:41:00,11.62988,36.53476,40.45833,29.75128,11,12,571.29,40.54,30.7,73,7,8,715.24,44.77,32.1,73
"1178",2023-08-25 12:40:00,11.75597,37.23958,40.25,29.47478,11,12,573.16,42.47,30.7,72,9,10,724.58,44.85,32.1,73
"1179",2023-08-25 12:39:00,11.92948,37.28277,40,29.33776,10,11,568.72,46.35,30.5,72,9,10,682.72,42.17,31.9,74
"1180",2023-08-25 12:38:00,11.97964,37.44933,40,29.74759,9,10,568.67,51.25,0,0,8,9,681.87,42.15,31.7,73
"1181",2023-08-25 12:37:00,12.06446,37.19977,40.04167,30.22343,11,12,566.27,57.08,0,0,10,11,685.15,41.9,0,0
"1182",2023-08-25 12:36:00,12.11706,36.74578,40.33333,30.40642,11,12,561.3,51.35,0,0,10,11,685.85,42.39,0,0
"1183",2023-08-25 12:35:00,12.16483,36.50364,40.66667,30.16112,11,12,561.85,42.62,0,0,11,12,682.88,42.61,0,0
"1184",2023-08-25 12:34:00,12.24109,35.50507,41,29.9418,10,11,558.1,43.73,0,0,12,13,674.23,42.84,0,0
"1185",2023-08-25 12:32:00,12.44788,34.4307,41.54167,29.59654,10,11,557.52,44.54,0,0,10,11,668.95,41.84,0,0
"1186",2023-08-25 12:31:00,12.61021,34.30286,41.75,29.81212,11,12,559.12,43.21,0,0,8,9,670.06,42.27,0,0
"1187",2023-08-25 12:29:00,13.12681,34.30051,41.75,29.73871,9,10,555.89,42.35,0,0,9,10,679.73,43.48,0,0
"1188",2023-08-25 12:28:00,13.33025,35.1299,41.45833,30.05494,7,7,555.76,41.98,0,0,8,9,676.61,42.14,0,0
"1189",2023-08-25 12:27:00,13.40929,35.58889,41.16667,30.2356,10,11,556,40.57,0,0,9,10,676.29,41.45,0,0
"1190",2023-08-25 12:25:00,13.45718,36.83763,40.58333,29.83478,11,12,553.12,40.57,0,0,10,11,672.1,43.12,0,0
"1191",2023-08-25 12:23:00,13.39798,36.87696,40.25,29.45476,12,13,554.32,42.59,0,0,12,13,670.11,43.87,0,0
"1192",2023-08-25 12:21:00,13.24665,37.00678,40.375,29.01087,12,13,551.67,43.88,0,0,11,12,678.7,43.94,0,0
"1193",2023-08-25 12:20:00,13.17069,36.47225,40.625,28.80894,11,12,550.75,43.06,0,0,9,11,674.72,43.33,0,0
"1194",2023-08-25 12:19:00,12.93356,35.60315,40.875,28.59135,12,13,548.71,42.84,0,0,11,12,677.86,42.43,0,0
"1195",2023-08-25 12:18:00,12.58361,35.31857,41,28.5206,11,12,550.37,43.3,0,0,11,12,678.34,42.64,0,0
"1196",2023-08-25 12:17:00,12.29041,34.98888,41.125,28.4362,12,13,551.32,44.71,0,0,12,13,678.23,42.81,0,0
"1197",2023-08-25 12:16:00,12.00954,34.61421,41.25,28.52458,11,12,550.93,45.83,0,0,9,10,675.52,43.3,0,0
"1198",2023-08-25 12:15:00,11.81878,34.73872,41.29167,28.57237,11,12,556.04,45.52,0,0,13,14,665.35,42.88,0,0
"1199",2023-08-25 12:14:00,11.67177,34.36445,41.5,28.40853,11,12,546,42.44,0,0,12,13,656.48,43.52,0,0
"1200",2023-08-25 12:13:00,11.47389,34.4066,41.5,28.37602,11,12,542.67,43.28,0,0,7,8,658.9,43.41,0,0
"1201",2023-08-25 12:12:00,11.34069,34.27986,41.45833,28.40369,9,10,542.86,43.71,0,0,8,9,661.89,43.18,0,0
"1202",2023-08-25 12:11:00,11.27449,35.15255,41.16667,28.8197,12,13,544.38,43.67,0,0,10,11,663.85,43.94,0,0
"1203",2023-08-25 12:10:00,11.15205,35.27607,40.91667,28.90577,11,12,541.79,43.84,0,0,10,11,657.87,43.84,0,0
"1204",2023-08-25 12:09:00,11.06423,35.14988,40.75,28.98845,9,10,542.51,43.45,0,0,10,11,650.06,45.14,0,0
"1205",2023-08-25 12:08:00,10.98664,34.77779,40.75,29.30488,9,10,540.74,42.26,0,0,7,7,638.84,46.33,0,0
"1206",2023-08-25 12:07:00,10.93933,33.98432,40.75,29.99417,9,10,540.05,41.94,0,0,11,12,635.24,47.49,0,0
